0.4120509624481201,0,0
0.5092239379882812,0,0
0.6235466003417969,0,0
0.738872766494751,0,0
0.8161978721618652,0,0
0.9175446033477783,0,0
1.0088636875152588,0,0
1.1131176948547363,0,0
1.1948356628417969,0,0
1.2934706211090088,0,0
1.3707106113433838,0,0
1.4394071102142334,0,0
1.518496036529541,0,0
1.6225554943084717,0,0
1.698472261428833,0,0
1.7660531997680664,0,0
1.8749330043792725,0,0
1.966984510421753,0,0
2.0734236240386963,0,0
2.1359732151031494,0,0
2.219310998916626,0,0
2.326352119445801,20,20
2.410268783569336,20,20
2.539015531539917,20,20
2.64091420173645,20,20
2.72641921043396,20,20
2.8617281913757324,20,20
2.964867115020752,20,20
3.042344331741333,20,20
3.148693084716797,20,20
3.275325059890747,20,20
3.359771251678467,20,20
3.472546100616455,20,20
3.5454366207122803,20,20
3.663892984390259,20,20
3.7829554080963135,20,20
3.8539845943450928,20,20
3.987241744995117,20,20
4.089457035064697,20,20
4.211153268814087,20,20
4.322921276092529,20,20
4.40901255607605,20,20
4.522355079650879,20,20
4.595661878585815,20,20
4.6953675746917725,20,20
4.772301435470581,20,20
4.8477842807769775,20,20
4.914370536804199,20,20
4.984593152999878,20,20
5.097658634185791,20,20
5.184823274612427,20,20
5.283017873764038,25,15
5.350411415100098,25,15
5.463290452957153,25,15
5.534052848815918,25,15
5.649229526519775,25,15
5.714952707290649,25,15
5.782778263092041,25,15
5.840036869049072,25,15
5.912210702896118,25,15
6.004589796066284,25,15
6.107357740402222,25,15
6.178981065750122,25,15
6.292948007583618,25,15
6.370145559310913,25,15
6.471494197845459,25,15
6.546921730041504,25,15
6.66076397895813,25,15
6.783835172653198,25,15
6.906300783157349,25,15
6.9720072746276855,25,15
7.077943563461304,25,15
7.162878513336182,25,15
7.298369884490967,25,15
7.380028009414673,25,15
7.457966566085815,25,15
7.5399370193481445,25,15
7.64508318901062,25,15
7.715740203857422,25,15
7.834864854812622,25,15
7.954682111740112,25,15
8.07275390625,25,15
8.196197748184204,25,15
8.313066005706787,25,15
8.399966716766357,25,15
8.503993272781372,25,15
8.623210906982422,25,15
8.694300651550293,25,15
8.765095949172974,25,15
8.877636909484863,25,15
8.988876342773438,25,15
9.075920581817627,25,15
9.170751810073853,25,15
9.262834548950195,25,15
9.32673692703247,25,15
9.445527076721191,25,15
9.55264663696289,25,15
9.63007640838623,25,15
9.717521905899048,25,15
9.834144353866577,25,15
9.944080352783203,25,15
10.014005899429321,25,15
10.08182692527771,25,15
10.203382968902588,25,15
10.257096290588379,25,15
10.344491958618164,25,15
10.41853928565979,25,15
10.519116401672363,25,15
10.589547395706177,25,15
10.671453952789307,25,15
10.774303436279297,25,15
10.90528917312622,25,15
11.023912906646729,25,15
11.12230920791626,25,15
11.209818363189697,25,15
11.300264120101929,25,15
11.37608814239502,25,15
11.46480131149292,25,15
11.572994947433472,25,15
11.656323909759521,25,15
11.768998622894287,25,15
11.838899612426758,25,15
11.96328854560852,25,15
12.092649698257446,25,15
12.188772201538086,25,15
12.291618824005127,25,15
12.392220258712769,25,15
12.48786997795105,25,15
12.573446035385132,25,15
12.662436485290527,25,15
12.762433290481567,25,15
12.86551809310913,25,15
12.987730264663696,25,15
13.103686332702637,25,15
13.206451416015625,25,15
13.285541534423828,25,15
13.367722034454346,25,15
13.4340078830719,25,15
13.550598859786987,25,15
13.609166145324707,25,15
13.692955732345581,25,15
13.80000925064087,25,15
13.903937101364136,25,15
13.981129169464111,25,15
14.060071468353271,25,15
14.17780327796936,25,15
14.28828763961792,25,15
14.370704412460327,25,15
14.473235845565796,25,15
14.550846099853516,25,15
14.653701305389404,25,15
14.773240804672241,25,15
14.83732795715332,25,15
14.960516452789307,25,15
15.08240294456482,25,15
15.203832626342773,25,15
15.325403690338135,25,15
15.436740398406982,25,15
15.54771876335144,25,15
15.673173189163208,25,15
15.7942955493927,25,15
15.866739749908447,25,15
15.949033975601196,25,15
